amenazado,-2
amenazados,-2
amenazante,-2
amenazar,-2
amenazas,-2
amistoso,2
amonestado,-2
amonestar,-2
amontonar,-1
amo,5
amor,5
amordazado,-2
amoroso,2
ampliar,1
analfabetismo,-2
angers,-3
angustia,-3
angustia,-2
angustiado,-3
angustias,-2
angustioso,-2
angustioso,-3
anhelo,1
animado,2
animar,2
animo,2
animosidad,-2
ansia,-1
ansiedad,-2
ansioso,-2
ansioso,2
antagonista,-2
anti,-1
anticipacion,1
apaciguado,2
apaciguamiento,2
apaciguar,2
aparejado,-1
aparejo,-1
apasionado,2
apatia,-3
apatico,-3
apenado,-2
apeshit,-3
aplaca,2
aplasta,-1
aplastada,-2
aplastante,-1
aplastar,-1
aplaude,2
aplaudida,2
aplaudiendo,2
aplaudir,2
aplausos,2
aplazar,-1
apocaliptico,-2
apoyo,2
aprecia,2
apreciacion,2
apreciado,2
apreciado,-2
apreciando,2
apreciar,2
aprensivo,-2
aprobacion,2
aprobado,2
aprueba,2
aptitud,1
ardiente,1
arrastra,-1
arrastrado,-1
arrastrar,-1
arreglado,-1
arrepentido,-2
arrepentimientos,-2
arrestar,-2
arrinconado,-2
arrogante,-2
arruinado,-3
arruinado,-2
arruinando,-2
asco,-3
asegura,2
asegurado,2
asegurando,1
asegurar,1
asesinato,-3
asesinato,-2
asesinatos,-3
asesinatos,-2
asesino,-2
asesino,-3
asfixia,-2
asombra,3
asombrado,2
asombrado,3
asombrar,3
asombro,2
asombroso,4
asombroso,3
asombroso,5
asqueroso,-3
asqueroso,-2
assfucking,-4
astucia,-2
astuto,-2
asuntos,1
asustadizo,-1
asustado,-2
atacado,-1
ataque,-1
ataques,-1
atascado,-2
aterrado,-2
aterrador,-3
aterroriza,-3
aterrorizado,-3
aterrorizar,-3
atornillado,-2
atraccion,2
atracciones,2
atractivo,3
atractivo,1
atrae,1
atraer,1
atraido,1
atrapado,-2
atrayendo,2
atrevido,2
atropello,-3
aturdido,-2
audaz,3
audaz,2
aumenta,1
aumentado,1
aumentar,1
ausencia,-2
ausente,-1
ausentes,-1
autoenganada,-2
autor,-2
autores,-2
autoridad,1
avanzado,1
aventuras,2
aventurero,2
avergonzado,-2
avergonzar,-2
aversion,-3
avido,2
axed,-1
ay,-1
ayuda,2
baja,-1
bamboozles,-2
bancadas,-2
bankster,-3
barra,-2
oblicua,-2
barras,-2
barrera,-2
bastardo,-5
bastardos,-5
basura,-2
batalla,-1
batallas,-1
beatifico,3
bellezas,3
bendecir,2
bendice,2
bendicion,3
bendicion,4
beneficiado,2
beneficiando,2
beneficio,2
beneficios,2
bereaves,-2
bereaving,-2
beso,2
bienes,2
bienvenida,2
bienvenido,2
bloquear,-1
bloqueo,-1
bloques,-1
boicoteado,-2
boicoteando,-2
boicotear,-2
boicots,-2
bomba,-1
bondad,3
bonita,1
bonito,3
borra,1
borracho,-2
borroso,-2
boyante,2
brillante,1
brillante,4
brillante,2
brillar,3
brillo,1
broma,2
bruto,-2
buen,3
bueno,3
buena,3
bureado,-2
burla,-2
burlado,-2
burlarse,-2
de,-2
burlon,-2
burro,-4
cabezas,-2
cabildeo,-2
cabizbajo,-2
cabron,-4
cabron,-3
cadaver,-1
cagado,-3
caido,-2
en,-2
desgracia,-2
calambre,-1
calentar,1
calma,2
calmado,2
calmante,2
calmante,3
calmar,3
calor,2
cancela,-1
cancelado,-1
cancelar,-1
cancer,-1
candidez,-2
cansado,-2
caos,-2
caotico,-2
capacidad,2
capaz,1
caprichoso,1
carcajadas,-2
carga,-2
cargado,-3
cargas,-2
cargos,-2
carino,2
carinoso,3
caro,3
caso,-2
omiso,-2
castiga,-3
castiga,-2
castigado,-3
castigado,-2
castigadora,-3
castigar,-3
castigar,-2
catastrofe,-3
catastrofico,-4
cauteloso,-1
cautivado,3
cautivar,3
celebra,3
celebrado,3
celebrando,3
celebrar,3
celestial,4
celos,-1
celoso,-2
celoso,2
censores,-2
censurado,-2
censurar,-2
cenudo,-1
cernia,-1
cerveza,2
chagrined,-2
chiflado,2
por,2
chispa,1
chistes,2
chistoso,2
chivo,-2
expiatorio,-2
chocante,-2
chocar,-1
choque,-2
choques,-2
chupa,-3
chupar,-3
ciego,-1
cielo,2
cierto,1
cierto,2
cinico,-2
cinismo,-2
claramente,1
claridad,2
claro,1
coaccionado,-2
cobarde,-2
cobardemente,-2
cobrar,-2
cocksuckers,-5
codicia,-3
codicioso,-2
cojo,-2
colapsado,-2
colapso,-2
colapsos,-2
colerico,-3
colision,-2
colisiona,-1
colisionando,-1
colisiones,-2
colusion,-3
combate,-1
combates,-1
comedia,1
cometer,1
comodidad,2
comodidades,2
comodo,2
compadecimos,-1
comparte,1
compartido,1
compartir,1
compasivo,2
competente,2
competitivo,2
complacencia,2
comprometido,1
comprometiendose,1
compromiso,2
conceder,1
concedido,1
concesion,1
concilia,2
conciliado,2
conciliando,2
conciliar,2
condena,-2
condenacion,-2
condenado,-2
condenar,-2
confiado,2
confianza,2
confianza,1
confidente,2
conflictiva,-2
conflicto,-2
conflictos,-2
confundir,-2
confuso,-2
conmocionado,-2
cono,-5
consentimiento,2
consentimientos,2
consolable,2
consolador,2
conspiracion,-3
consternados,-2
constrenido,-2
consumado,2
contagio,-2
contagios,-2
contagioso,-1
contamina,-2
contaminado,-2
contaminadores,-2
contaminar,-2
contencioso,-2
contender,-1
contendiendo,-1
contendiente,-1
contento,3
contestable,-2
contradictorio,-2
contratar,1
convence,1
convencer,1
convencido,1
convencido,-1
convenido,1
corazon,-2
correo,-2
cortar,-1
corte,-1
cortejar,3
cortes,2
cortes,3
cortesia,2
cosas,3
costoso,-2
creativo,2
creciente,1
crecimiento,2
credulo,-2
crimen,-3
criminal,-3
criminales,-3
crisis,-3
critica,-2
criticado,-2
criticar,-2
critico,-2
criticos,-2
cruel,-3
crueldad,-3
cubrir,-3
cuchara,3
cuchillada,-2
cuestionable,-2
cuestionado,-2
cuestionado,-1
cuidado,2
cuidados,2
cuidadosamente,2
cuidadoso,2
culo,-4
culpa,-3
culpable,-3
culpada,-2
culpando,-2
cumple,2
cumplido,2
cumplir,2
curioso,1
curioso,-2
danar,-3
dano,-2
danos,-2
danos,-3
debil,-2
debiles,-2
debilidad,-2
debilitante,-2
decepcion,-2
decepciona,-2
decepcionado,-2
decepcionante,-2
decepcionar,-2
decepciones,-2
decir,2
decisivo,1
dedicado,2
defecto,-3
defecto,-2
defectos,-3
defensor,2
defensores,2
deficit,-2
defraudador,-4
defraudadores,-4
degradado,-2
degradar,-2
dejar,-1
dejecting,-2
dejects,-2
delanteros,-2
deleitando,3
deleite,3
delicado,-3
delicias,3
delincuente,-2
delito,-3
delitos,-3
demanda,-1
demandar,-2
demandas,-1
demandas,-2
demando,-2
demostracion,-1
denuncia,-2
denunciar,-2
deprimente,-2
deprimido,-2
derecho,1
deriding,-2
derrotado,-2
desacreditada,-2
desafiante,-1
desagradable,-3
desairado,-2
desaire,-2
desaires,-2
desalojo,-1
desanimado,-2
desaparece,-1
desaparecer,-1
desaparecido,-1
desaparecido,-2
desasosiego,-2
desastre,-2
desastres,-2
desastroso,-3
desatiende,-2
descalificado,-2
descarrila,-2
descarrilado,-2
descartado,-1
descarte,-1
descartes,-1
desconcertado,-2
desconectado,-1
desconfiado,-3
desconfianza,-3
desconsiderado,-2
desconsolado,-2
desconsuelo,-2
descontento,-2
descorazonado,-2
descuento,-1
descuidado,-2
descuido,-2
desden,-2
desdenosamente,-2
desdenoso,-2
deseable,2
deseado,2
deseando,1
desempleo,-2
desenfocado,-2
deseo,1
deseos,1
deseoso,2
desesperacion,-3
desesperacion,-2
desesperaciones,-3
desesperadamente,-3
desesperado,-3
desestimacion,-1
desestructurado,-2
desfases,-2
deshecho,-1
deshonesto,-2
deshumaniza,-2
deshumanizado,-2
deshumanizante,-2
deshumanizar,-2
desigual,-1
desilusionado,-2
desinformacion,-2
desmoralizado,-2
desmotivado,-2
desorientado,-2
despectivo,-2
despedido,-2
despejado,1
desperdicios,-2
despistados,-2
despotricar,-3
desprecio,-2
despreocupado,1
despreocupado,-2
destellos,3
desterrar,-1
destrozada,-2
destruccion,-3
destructivo,-3
destruido,-3
destruir,-3
destruye,-3
destruyendo,-3
desventaja,-2
desventurado,-2
detencion,-2
detenciones,-2
detener,-2
detener,-1
detenido,-3
detenido,-2
detenido,-1
determinado,2
detestado,-3
detestar,-3
deuda,-2
devastado,-2
devastador,-2
devastar,-2
devoto,3
diamante,1
difamatorio,-2
dificil,-1
dificil,-2
difiriendo,-1
digno,2
dilema,-1
dios,1
dipshit,-3
direccion,3
correcta,3
discordia,-2
disculpa,-1
disculpo,-1
disfraces,-1
disfraz,-1
disfrazado,-1
disfruta,2
disfrutando,2
disfrutar,2
disfuncion,-2
disgustado,-3
disgustado,-2
disgusto,-2
disinclined,-2
disparar,-1
disparates,-2
disparo,-2
disputa,-2
disputando,-2
disputas,-2
disrespected,-2
disruptivo,-2
distorsiona,-2
distorsionado,-2
distorsionar,-2
distorsionista,-2
distraccion,-2
distrae,-2
distraer,-2
distraido,-2
disturbios,-2
diversion,3
diversiones,3
divertidisimo,2
divertido,3
divertido,4
dolor,-2
dolorido,-2
dolorido,-1
doloroso,-2
ducha,-3
duda,-1
dudado,-1
dudas,-1
dudoso,-1
dudoso,-2
duele,-2
dulce,2
duras,-2
duro,-2
echar,-2
eficaz,2
eficazmente,2
egoismo,-3
egoista,-3
ejecuciones,-2
elacion,3
elegante,2
elogiado,2
elogiar,2
embaraza,-2
embarazoso,-2
embaucar,-2
embellecer,3
emergencia,-2
emocion,3
emocionado,2
emocionado,3
emocionante,3
empalaga;,-3
empatico,2
empeora,-3
empeorado,-3
empeoramiento,-3
empeorar,-3
empequenecer,-2
empollando,-2
emprendedor,1
mal,-2
estado,-2
encalar,-3
encantada,2
encantado,3
encantador,3
encantados,5
encanto,3
encarcelado,-2
enconado,-2
endosado,2
endosar,2
enemigo,-2
enemigos,-2
enemigos,-3
energetico,2
energia,2
energico,2
enfado,-3
enfermedad,-2
enfermedades,-2
enfermo,-2
enfermos,-2
enfocado,2
enfurece,-2
enfurecedora,-2
enfurecer,-2
enfurecido,-2
engana,-3
enganado,-2
enganada,-3
enganar,-3
enganara,-2
engancha,1
engano,-3
enganoso,-3
enganosa,-3
engreido,-2
enhorabuena,2
enjuicia,-1
enjuiciamiento,-1
enjuiciar,-1
enloquecedor,-3
enojado,-3
enorme,1
enrages,-2
ensordecedor,-1
entender,-2
entiende,-2
entretener,3
entretenido,2
entristecer,-2
entristecido,-2
entumecido,-1
entusiasta,3
envenenado,-2
envidia,-1
envidias,-1
envidioso,-2
equivocado,-2
erronea,-2
erroneo,-2
error,-2
errores,-2
erupcion,-2
es,-2
una,-2
pena,-2
escalofriante,-1
escandalo,-3
escandalos,-3
escandaloso,-3
escapa,-1
escapar,-1
escasez,-2
escepticismo,-2
esceptico,-2
escepticos,-2
esclarecedor,2
esclavitud,-3
esclaviza,-2
esclavizado,-2
esclavizar,-2
esconder,-1
escondido,-1
escoria,-4
esmeradamente,2
espalda,1
espantado,-2
especulativo,-2
espera,-1
esperado,-1
esperando,2
esperanza,2
esperanzado,2
esperanzas,2
esperar,-1
espinoso,-2
espiritu,1
esplendido,3
espumoso,3
esta,1
de,1
esta,-2
duelo,-2
estable,2
establecido,1
estafa,-2
estafa,-3
estafas,-2
estafas,-3
estampida,-2
estancado,-2
estancamiento,-2
estar,-1
al,-1
acecho,-1
estereotipo,-2
esteriotipado,-2
estimado,3
estimado,2
estimula,1
estimulado,1
estimulante,3
estimulante,2
estimular,1
estragos,-2
estrangulado,-2
estranguladores,-2
estresado,-2
estresor,-2
estupendo,3
estupendo,4
estupidamente,-2
estupido,-4
estupido,-2
etico,2
euforia,3
euforico,4
evita,-1
evitado,-1
evitar,-1
exagera,-2
exageracion,-2
exageraciones,-2
exagerado,-2
exagerando,-2
exagerar,-2
exaltado,3
exasperada,2
exasperante,-2
excelencia,3
excelente,3
excepcional,5
exceso,-1
de,-1
peso,-1
excitar,3
excluidos,-2
excluir,-1
exclusion,-1
exclusivo,2
excusa,-1
exhaustivo,2
exigente,-1
exigido,-1
eximir,-1
exito,2
exitos,3
exitoso,3
exonera,2
exonerado,2
exonerando,2
exonerar,2
expande,1
expandir,1
exploits,-2
exploracion,1
exploraciones,1
explotado,-2
explotando,-2
explotar,-2
expone,-1
exponer,-1
exposicion,-1
expuesto,-1
expulsa,-2
expulsado,-2
expulsando,-2
expulsar,-2
extasiar,3
extasis,2
extatico,4
extras,2
extranamente,-1
extrano,-2
extrana,-1
exuberante,4
exultante,3
fabuloso,4
facil,1
facilitar,2
factores,-2
estres,-2
faggots,-3
falla,-2
fallar,-2
falsificacion,-3
falsificaciones,-3
falsificado,-3
falsificar,-3
falso,-2
falso,-3
falta,-2
respeto,-2
fama,1
famelico,-2
fanatico,-2
fanaticos,-2
fantasma,-1
fantastico,4
farsa,-1
farsa,-2
fascina,3
fascinado,3
fascinante,3
fascinar,3
fascista,-2
fascistas,-2
fastidioso,-2
fatalidad,-3
fatiga,-2
fatigado,-2
fatigas,-2
fatigoso,-2
favor,2
favorecido,2
favores,2
favorito,2
favoritos,2
fe,1
felicidad,3
felicidades,2
felicitaciones,2
felicitar,2
feliz,3
feo,-3
ferviente,2
fervoroso,2
festivo,2
festejar,3
festejamos,2
festajemos,2
fiasco,-3
fiel,3
filtrada,-1
finge,-1
fingir,-1
firme,2
flexible,2
flexibilidad,3
inflexibilidad,-3
inflexible,-2
flop,-2
fobico,-2
follada,-4
fortalece,2
fortalecer,2
fortalecimiento,2
fortificado,2
forzado,-1
fracaso,-2
fracasos,-2
frase,-2
frases,-2
fraude,-4
fraudes,-4
fraudulento,-4
frenesi,-3
frenetico,-1
fresco,1
frikin,-2
frotis,-2
frustra,-2
frustracion,-2
frustrado,-2
frustrante,-2
frustrar,-2
ftw,3
fuckface,-4
fuckhead,-4
fucktard,-4
fud,-3
fuego,-2
fuerte,2
fuerza,2
fuga,-1
fuked,-4
fuking,-4
fumante,-2
funeral,-1
funerales,-1
furioso,-3
furtivo,-1
futil,2
galante,3
galanteria,3
galardonado,3
gallardamente,3
gamberrismo,-2
gamberro,-2
ganado,2
ganador,4
ganancia,2
ganancias,2
ganando,2
ganar,4
garantia,1
gemia,-2
gemido,-2
gemidos,-2
generoso,2
genial,3
gilipollas,-4
gilipollas,-3
glamour,3
gloria,2
glorioso,2
golpe,-2
golpeado,-1
gorron,-2
gracia,1
gracias,2
gracioso,4
grande,1
grandioso,3
granizado,2
granizo,2
gratificacion,2
gratificante,2
gratis,1
grave,-2
greenwasher,-3
greenwashers,-3
gripe,-2
gris,-1
gritado,-2
gritando,-2
gritar,-2
grito,-2
guarida,-1
guau,4
guay,1
guerra,-2
gusto,2
gustos,2
ha,-2
fallado,-2
habil,2
habilidades,2
hacer,-2
descarrilar,-2
hacha,-1
hackeado,-1
hahahah,3
hambre,-2
harto,-3
herir,-2
hermosa,3
hermosas,3
hermosamente,3
heroe,2
heroes,2
heroico,3
hipocrita,-2
histeria,-3
histerico,-3
histerismo,-3
homenaje,2
honesto,2
honor,2
honrado,2
hooligans,-2
horrendo,-3
horrible,-3
horrorizado,-3
hosco,-2
hostil,-2
huelga,-1
huelgas,-1
humerous,3
humillacion,-3
humillado,-3
humor,2
humoristico,2
hurra,5
huye,-1
idiota,-3
ignora,-1
ignorado,-2
ignorancia,-2
ignorante,-2
ignorar,-1
ilegal,-3
ilumina,2
iluminar,2
ilustrado,2
imbecil,-3
imbecil,-2
impaciente,-2
impar,-2
imparable,2
imparcial,2
impedido,-1
imperfecto,-2
impermeable,2
implacable,-1
impone,-1
imponente,-1
imponer,-1
importancia,2
importante,2
importar,1
impotente,-2
impresiona,3
impresionado,3
impresionado,-2
impresionante,3
impresionar,3
impuesto,-1
impulsado,1
impulsar,1
inaccion,-2
inaceptable,-2
inadecuado,-2
incapacidad,-2
incapacitado,-2
incapacitante,-1
incapaz,-2
incierto,-1
incomodo,-2
incompetencia,-2
incompetente,-2
incomprendido,-2
inconexo,-2
inconfirmado,-1
inconsciente,-2
inconveniencia,-2
inconveniente,-2
incorrecto,-2
incredulo,-1
increible,4
increibles,3
incrementar,1
incumplida,-2
indeciso,-2
indeciso,-1
indefenso,-2
indeseable,-2
indestructible,2
indiferencia,-2
indiferente,-2
indignacion,-2
indignado,-2
indignados,-3
indigno,-2
indulgente,1
indultos,2
ineficaz,-2
ineficazmente,-2
inestable,-1
inestable,-2
infantil,-2
infatuacion,2
infectado,-2
infeliz,-2
inferior,-2
infierno,-4
influyente,2
infortunio,-2
infraccion,-2
infractor,-2
ingenuo,-2
inhibir,-1
injusticia,-2
injusto,-2
inmejorable,5
inmejorables,5
inmortal,2
inmovilizado,-1
inmune,1
innova,1
innovacion,1
innovador,2
innovar,1
inquieto,-2
inquisicion,-2
inquisitivo,2
insalubre,-2
insano,-2
insatisfecho,-2
inseguro,-1
inseguro,-2
insensibilidad,-2
insensible,-2
insignia,2
insignificante,-2
insipido,-2
insistente,-1
insomnio,-2
inspira,2
inspiracion,2
inspirado,2
inspirador,3
inspirar,2
insultado,-2
insultante,-2
insulto,-2
insultos,-2
intacto,2
integridad,2
inteligente,2
inteligente,1
intenso,1
interesado,2
interesante,2
interesar,1
intereses,1
interrogado,-2
interrogatorio,-1
interrumpido,-2
interrumpiendo,-2
interrumpir,-2
interrupcion,-2
interrupciones,-2
intimida,-2
intimidacion,-2
intimidante,-2
intimidar,-2
intitulado,1
intrepido,2
intrigas,1
intrincado,2
inutil,-2
inutilidad,-2
invencible,2
invertir,-2
invirtieron,-2
invitacion,1
invulnerable,2
ironia,-1
ironico,-1
irracional,-1
irresistible,2
irresoluto,-2
irresponsable,2
irreversible,-1
irritado,-2
irritado,-3
irritante,-3
irritante,-2
irritar,-3
jackasses,-4
jactancioso,-2
jaja,3
jajaja,3
jesus,1
jocoso,2
jovial,2
joya,1
joyas,1
jubiloso,3
judicial,-2
jugueton,2
juicio,-2
jura,-2
jurar,-2
justa,2
justicia,2
justificadamente,2
justificado,2
juvenil,2
kills,-3
kinder,2
la,-1
prevencion,-1
la,1
resolucion,1
seguridad,1
ladron,-2
lag,-2
lagrimas,-2
lamentable,-3
lamentando,-2
lamentar,-2
languido,-2
lanzado,1
lastima,-2
lastimoso,-2
lastimosamente,-5
late,-2
latoso,-2
laughting,1
lavado,-3
verde,-3
lawl,3
leal,3
lealtad,3
legal,1
legalmente,1
lento,-2
lesion,-2
lesionado,-2
letargico,-2
letargo,-2
libertad,2
limitacion,-1
limitado,-1
limites,-1
limpiador,2
limpiar,2
lindo,2
linda,2
lio,-2
listo,-2
litigio,-1
litigioso,-2
livido,-2
llanto,-2
llantos,-2
llegar,1
lleno,-3
llorado,-2
llorando,-2
llorar,-1
llorar,-2
lluvioso,-1
lmao,4
lmfao,4
lo,-1
siento,-1
loca,-2
locamente,-3
loco,-2
locos,-3
locura,-2
locura,-3
logra,2
lol,3
lovelies,3
lucha,-1
lucha,-2
luchado,-2
luchando,-2
luchas,-2
lugubre,-2
lunatico,-3
luto,-2
maduro,2
magico,5
magnifico,5
mala, 5
mal,-1
mal,-3
malcriado,-2
maldicion,-1
maldicion,-4
maldita,-4
maldito,-4
malditos,-3
malentendido,-2
males,-1
malevolo,-2
malhumorado,-2
malinterpretado,-2
malisimo,-2
malo,-2
malo,-3
malos,-2
malvado,-2
mancha,2
manifestantes,-2
manipulacion,-1
manipulado,-1
maravilla,3
maravillas,3
maravilloso,3
maravilloso,4
mareado,-1
mareado,-2
maricon,-3
matar,-3
maton,-2
mayor,3
gusta,2
meando,-3
mear,-4
medalla,3
mediocridad,-3
meditativo,1
mejor,3
mejora,-2
mejora,-2
mejorado,2
mejorando,2
mejorar,-2
melancolia,-2
melancolico,-2
melancolico,-1
menospreciado,-2
menospreciar,-2
menosprecie,-2
mentiroso,-3
mentirosos,-3
mercachifle,-2
metodico,2
miedo,-2
miedoso,2
mierda,-3
mierda,-4
milagro,4
minado,-2
minando,-2
mintio,-2
miope,-2
miopia,-2
mirthfully,3
miserable,-3
miseria,-2
misericordia,2
misterioso,-2
mito,-1
moda,-2
molesta,-2
molestado,-2
molestar,-2
molestia,-2
molesto,-4
mongering,-2
monopoliza,-2
monopolizado,-2
monopolizar,-2
moping,-1
mordaz,-3
mordaza,-2
morir,-3
morir,-2
motivacion,1
motivado,2
motivador,2
motivar,1
mucho, 1
muere,-2
muerte,-2
muerto,-3
multa,2
muriendo,-2
murio,-3
musarana,-4
natural,1
necesitado,-2
negado,-2
negador,-2
negadores,-2
negando,-2
negandose,-2
negar,-2
negatividad,-2
negativo,-2
negligencia,-2
negligencias,-2
negociar,2
negrita,2
negro,-5
nervios,-1
nerviosamente,-2
nervioso,-2
niebla,-2
toxica,-2
niega,-2
niggas,-5
no,-1
no,-2
amable,-2
aprobado,-2
creer,-2
deseado,-2
no,-3
es,-3
divertido,-3
bien,-2
funciona,-3
profesional,-2
puede,-3
soportar,-3
sofisticado,-2
te,-2
gusta,3
noble,2
noob,-2
nostalgico,-2
notable,2
notorio,-2
novato,-2
novela,2
nubes,-2
nublada,-1
nueces,-3
objeto,-2
dumping,-2
obligado,1
obligatorio,-1
obliterado,-2
obliterar,-2
obra,4
maestra,4
obras,4
maestras,4
obsceno,-2
obsesionado,-2
obsesionado,2
obsesionante,1
obsoleto,-2
obstaculo,-2
obstaculos,-2
obstinado,-2
obstruido,-1
ocultacion,-1
odiado,-3
odiando,-3
odio,-3
odios,-3
ofende,-2
ofender,-2
ofendido,-2
oferta,2
ojala,2
oks,2
olvidadizo,-2
olvidado,-1
olvidar,-1
ominoso,3
oportunidad,2
oportunidades,2
opresivo,-2
oprimidos,-2
optimismo,2
optimista,2
optionless,-2
ora,1
orar,1
orgullo,2
orgulloso,2
oscura,-2
oscuridad,-1
outmaneuvered,-2
overreacted,-2
overselling,-2
oversells,-2
oximoron,-1
pacifico,2
paga,-1
pagado,2
paja,-2
paliza,-1
panico,-3
panicos,-3
parada,-1
paradas,-1
paradoja,-1
paraiso,3
parcial,-2
parcialidad,-1
pardoning,2
parlamentar,-1
parodia,-2
paros,-2
parte,2
super,2
superior,2
partidarios,1
pasado,-1
por,-1
alto,-1
pasivamente,-1
pasivo,-1
pasmosamente,3
patetico,-2
pavor,-2
paz,2
pecaminoso,-3
pedir,-1
disculpas,-1
peligro,-2
penetracion,3
pensativo,-1
pensativo,2
peor,-3
perdedor,-3
perder,-2
perdida,-3
perdido,-2
perdiendo,-3
perdio,-3
perdon,2
perdonado,2
perdonar,1
perezoso,-1
perfecciona,2
perfeccionado,2
perfectamente,3
perfectas,3
perfecto,3
perjudicado,-2
perjudicial,-2
perjuicio,-3
perjurio,-3
permitir,1
perplejo,-2
perra,-5
perras,-5
perseguidos,-2
perseguir,-2
persigue,-2
perspectiva,1
perspectivas,1
perturba,-2
perturbado,-2
perturbador,-2
pesimismo,-2
pesimista,-2
pesimo,-2
petrificado,-2
picado,-2
picante,-2
pierde,-3
pinchazo,-5
pintoresco,2
pique,-2
pistola,-1
placer,3
pobre,-2
pobreza,-1
poco,-2
poco,-1
claro,-1
etico,-2
poderoso,2
polemica,-2
polemico,-2
polla,-5
polla,-4
popular,3
por,1
favor,1
por,3
suerte,3
porta,-2
portado,-2
portarse,-2
posesivo,-2
posibilidades,2
positivo,2
pospone,-1
posponer,-1
posponiendo,-1
pospuesto,-1
prblm,-2
prblms,-2
pregonan,-2
premio,3
premios,3
preocupacion,-3
preocupado,-2
preocupado,-3
preocupante,-3
preparado,1
presar,-2
presion,-1
presionados,-2
prestigio,3
pretendiendo,-1
prevenido,-2
previene,-1
prision,-2
prisionero,-2
prisioneros,-2
privacion,-2
privar,-2
privilegiado,2
proactivo,2
problema,-2
problemas,-2
procesado,-2
progreso,2
prohibicion,-2
prohibido,-2
promesa,1
promesas,1
prometido,1
prominente,2
promocionado,-2
promover,1
promovido,1
promoviendo,1
promueve,1
propaganda,-2
prospero,3
protege,1
proteger,1
protegido,1
protesta,-2
protestar,-2
protestas,-2
provoca,-1
provocado,-1
provocador,-1
provocar,-1
pseudociencia,-3
puesto,-2
punalada,-2
punaladas,-2
punitivo,-2
punto,2
de,2
referencia,2
punto,-2
muerto,-2
pusilanime,-2
puta,-5
puta,-4
putas,-4
puto,-5
que,-1
cae,-1
quejado,-2
quejar,-2
querer,1
querido,2
razonable,1
rabia,-2
rabioso,-2
racion,2
racismo,-3
racista,-3
racistas,-3
ranter,-3
ranters,-3
rantes,-3
rapidamente,2
rapido,2
raptados,2
rapto,2
rasgado,-2
ratificado,2
realce,2
realizable,1
realizar,2
reanimar,2
rebelion,-2
recelo,-2
recesion,-2
rechaza,-1
rechazado,-2
rechazado,-1
rechazando,-1
rechazar,-1
recomendado,2
recomendable,5
recomendar,2
recomienda,2
recompensa,2
recompensado,2
recompensas,2
recortado,-2
recortes,-1
redimido,2
refugios,-1
regalo,2
regano,-2
regana,-2
regate,-2
regocija,3
regocija,4
regocijado,3
regocijado,4
reivindica,2
reivindicando,2
relajado,2
relieves,1
remordimiento,-2
renuncia,-1
renunciar,-1
repelido,-2
rescatada,2
rescate,-2
rescate,2
rescates,2
resentido,-2
residuos,-1
resignado,-1
resistente,2
resistentes,2
resolver,2
resolver,1
respalda,2
respaldados,1
respetado,2
responsable,2
restauracion,1
restauraciones,1
restaurada,1
restaurar,1
restos,-2
restriccion,-2
restringe,-2
restringido,-2
restringiendo,-2
restringir,-2
resuelto,2
resuelto,1
resuelve,2
resuelve,1
retardar,-2
retenido,-1
retirada,-1
retirada,-2
retirada,-3
reto,-1
retozon,2
retrasado,-1
retrasado,-2
retrasar,-1
retraso,-1
revendedor,-2
